Sales_Value,date,product
8550,31/12/2012 00:00,OPRATOR PROTECTOR
2850,31/01/2013 00:00,OPRATOR PROTECTOR
4750,28/02/2013 00:00,OPRATOR PROTECTOR
4750,31/03/2013 00:00,OPRATOR PROTECTOR
4750,30/04/2013 00:00,OPRATOR PROTECTOR
4750,31/05/2013 00:00,OPRATOR PROTECTOR
4750,30/06/2013 00:00,OPRATOR PROTECTOR
6650,31/07/2013 00:00,OPRATOR PROTECTOR
6650,31/08/2013 00:00,OPRATOR PROTECTOR
6650,30/09/2013 00:00,OPRATOR PROTECTOR
6650,31/10/2013 00:00,OPRATOR PROTECTOR
10450,30/11/2013 00:00,OPRATOR PROTECTOR
10450,31/12/2013 00:00,OPRATOR PROTECTOR
4750,31/01/2014 00:00,OPRATOR PROTECTOR
4750,28/02/2014 00:00,OPRATOR PROTECTOR
4750,31/03/2014 00:00,OPRATOR PROTECTOR
6650,30/04/2014 00:00,OPRATOR PROTECTOR
6650,31/05/2014 00:00,OPRATOR PROTECTOR
6650,30/06/2014 00:00,OPRATOR PROTECTOR
6650,31/07/2014 00:00,OPRATOR PROTECTOR
6650,31/08/2014 00:00,OPRATOR PROTECTOR
6650,30/09/2014 00:00,OPRATOR PROTECTOR
8550,31/10/2014 00:00,OPRATOR PROTECTOR
8550,30/11/2014 00:00,OPRATOR PROTECTOR
10450,31/12/2014 00:00,OPRATOR PROTECTOR
4750,31/01/2015 00:00,OPRATOR PROTECTOR
6650,28/02/2015 00:00,OPRATOR PROTECTOR
6650,31/03/2015 00:00,OPRATOR PROTECTOR
6650,30/04/2015 00:00,OPRATOR PROTECTOR
6650,31/05/2015 00:00,OPRATOR PROTECTOR
6650,30/06/2015 00:00,OPRATOR PROTECTOR
8550,31/07/2015 00:00,OPRATOR PROTECTOR
6650,31/08/2015 00:00,OPRATOR PROTECTOR
8550,30/09/2015 00:00,OPRATOR PROTECTOR
8550,31/10/2015 00:00,OPRATOR PROTECTOR
10450,30/11/2015 00:00,OPRATOR PROTECTOR
12350,31/12/2015 00:00,OPRATOR PROTECTOR
6650,31/01/2016 00:00,OPRATOR PROTECTOR
6650,29/02/2016 00:00,OPRATOR PROTECTOR
8550,31/03/2016 00:00,OPRATOR PROTECTOR
8550,30/04/2016 00:00,OPRATOR PROTECTOR
8550,31/05/2016 00:00,OPRATOR PROTECTOR
8550,30/06/2016 00:00,OPRATOR PROTECTOR
8550,31/07/2016 00:00,OPRATOR PROTECTOR
8550,31/08/2016 00:00,OPRATOR PROTECTOR
10450,30/09/2016 00:00,OPRATOR PROTECTOR
10450,31/10/2016 00:00,OPRATOR PROTECTOR
14250,30/11/2016 00:00,OPRATOR PROTECTOR
14250,31/12/2016 00:00,OPRATOR PROTECTOR
6650,31/01/2017 00:00,OPRATOR PROTECTOR
8550,28/02/2017 00:00,OPRATOR PROTECTOR
8550,31/03/2017 00:00,OPRATOR PROTECTOR
8550,30/04/2017 00:00,OPRATOR PROTECTOR
10450,31/05/2017 00:00,OPRATOR PROTECTOR
10450,30/06/2017 00:00,OPRATOR PROTECTOR
10450,31/07/2017 00:00,OPRATOR PROTECTOR
10450,31/08/2017 00:00,OPRATOR PROTECTOR
12350,30/09/2017 00:00,OPRATOR PROTECTOR
10450,31/10/2017 00:00,OPRATOR PROTECTOR
16150,30/11/2017 00:00,OPRATOR PROTECTOR
14250,31/12/2017 00:00,OPRATOR PROTECTOR
8550,31/01/2018 00:00,OPRATOR PROTECTOR
10450,28/02/2018 00:00,OPRATOR PROTECTOR
10450,31/03/2018 00:00,OPRATOR PROTECTOR
10450,30/04/2018 00:00,OPRATOR PROTECTOR
10450,31/05/2018 00:00,OPRATOR PROTECTOR
12350,30/06/2018 00:00,OPRATOR PROTECTOR
10450,31/07/2018 00:00,OPRATOR PROTECTOR
12350,31/08/2018 00:00,OPRATOR PROTECTOR
12350,30/09/2018 00:00,OPRATOR PROTECTOR
14250,31/10/2018 00:00,OPRATOR PROTECTOR
18050,30/11/2018 00:00,OPRATOR PROTECTOR
16150,31/12/2018 00:00,OPRATOR PROTECTOR
8550,31/01/2019 00:00,OPRATOR PROTECTOR
12350,28/02/2019 00:00,OPRATOR PROTECTOR
10450,31/03/2019 00:00,OPRATOR PROTECTOR
12350,30/04/2019 00:00,OPRATOR PROTECTOR
12350,31/05/2019 00:00,OPRATOR PROTECTOR
14250,30/06/2019 00:00,OPRATOR PROTECTOR
14250,31/07/2019 00:00,OPRATOR PROTECTOR
14250,31/08/2019 00:00,OPRATOR PROTECTOR
14250,30/09/2019 00:00,OPRATOR PROTECTOR
16150,31/10/2019 00:00,OPRATOR PROTECTOR
19950,30/11/2019 00:00,OPRATOR PROTECTOR
21850,31/12/2019 00:00,OPRATOR PROTECTOR
10450,31/01/2020 00:00,OPRATOR PROTECTOR
14250,29/02/2020 00:00,OPRATOR PROTECTOR
12350,31/03/2020 00:00,OPRATOR PROTECTOR
14250,30/04/2020 00:00,OPRATOR PROTECTOR
16150,31/05/2020 00:00,OPRATOR PROTECTOR
18050,30/06/2020 00:00,OPRATOR PROTECTOR
18050,31/07/2020 00:00,OPRATOR PROTECTOR
16150,31/08/2020 00:00,OPRATOR PROTECTOR
19950,30/09/2020 00:00,OPRATOR PROTECTOR
18050,31/10/2020 00:00,OPRATOR PROTECTOR
19950,30/11/2020 00:00,OPRATOR PROTECTOR
23750,31/12/2020 00:00,OPRATOR PROTECTOR
12350,31/01/2021 00:00,OPRATOR PROTECTOR
16150,28/02/2021 00:00,OPRATOR PROTECTOR
16150,31/03/2021 00:00,OPRATOR PROTECTOR
18050,30/04/2021 00:00,OPRATOR PROTECTOR
16150,31/05/2021 00:00,OPRATOR PROTECTOR
18050,30/06/2021 00:00,OPRATOR PROTECTOR
19950,31/07/2021 00:00,OPRATOR PROTECTOR
18050,31/08/2021 00:00,OPRATOR PROTECTOR
21850,30/09/2021 00:00,OPRATOR PROTECTOR
23750,31/10/2021 00:00,OPRATOR PROTECTOR
21850,30/11/2021 00:00,OPRATOR PROTECTOR
27550,31/12/2021 00:00,OPRATOR PROTECTOR
14250,31/01/2022 00:00,OPRATOR PROTECTOR
16150,28/02/2022 00:00,OPRATOR PROTECTOR
18050,31/03/2022 00:00,OPRATOR PROTECTOR
19950,30/04/2022 00:00,OPRATOR PROTECTOR
18050,31/05/2022 00:00,OPRATOR PROTECTOR
21850,30/06/2022 00:00,OPRATOR PROTECTOR
19950,31/07/2022 00:00,OPRATOR PROTECTOR
21850,31/08/2022 00:00,OPRATOR PROTECTOR
23750,30/09/2022 00:00,OPRATOR PROTECTOR
21850,31/10/2022 00:00,OPRATOR PROTECTOR
25650,30/11/2022 00:00,OPRATOR PROTECTOR
29450,31/12/2022 00:00,OPRATOR PROTECTOR
16150,31/01/2023 00:00,OPRATOR PROTECTOR
18050,28/02/2023 00:00,OPRATOR PROTECTOR
18050,31/03/2023 00:00,OPRATOR PROTECTOR
21850,30/04/2023 00:00,OPRATOR PROTECTOR
19950,31/05/2023 00:00,OPRATOR PROTECTOR
21850,30/06/2023 00:00,OPRATOR PROTECTOR
21850,31/07/2023 00:00,OPRATOR PROTECTOR
21850,31/08/2023 00:00,OPRATOR PROTECTOR
25650,30/09/2023 00:00,OPRATOR PROTECTOR
23750,31/10/2023 00:00,OPRATOR PROTECTOR
29450,30/11/2023 00:00,OPRATOR PROTECTOR
14750,30/06/2011 00:00,DRIVE SHAFT FAN
8850,31/07/2011 00:00,DRIVE SHAFT FAN
8850,31/08/2011 00:00,DRIVE SHAFT FAN
14750,30/09/2011 00:00,DRIVE SHAFT FAN
14750,31/10/2011 00:00,DRIVE SHAFT FAN
14750,30/11/2011 00:00,DRIVE SHAFT FAN
20650,31/12/2011 00:00,DRIVE SHAFT FAN
8850,31/01/2012 00:00,DRIVE SHAFT FAN
8850,29/02/2012 00:00,DRIVE SHAFT FAN
8850,31/03/2012 00:00,DRIVE SHAFT FAN
8850,30/04/2012 00:00,DRIVE SHAFT FAN
8850,31/05/2012 00:00,DRIVE SHAFT FAN
14750,30/06/2012 00:00,DRIVE SHAFT FAN
14750,31/07/2012 00:00,DRIVE SHAFT FAN
14750,31/08/2012 00:00,DRIVE SHAFT FAN
14750,30/09/2012 00:00,DRIVE SHAFT FAN
14750,31/10/2012 00:00,DRIVE SHAFT FAN
26550,30/11/2012 00:00,DRIVE SHAFT FAN
26550,31/12/2012 00:00,DRIVE SHAFT FAN
8850,31/01/2013 00:00,DRIVE SHAFT FAN
14750,28/02/2013 00:00,DRIVE SHAFT FAN
14750,31/03/2013 00:00,DRIVE SHAFT FAN
14750,30/04/2013 00:00,DRIVE SHAFT FAN
14750,31/05/2013 00:00,DRIVE SHAFT FAN
14750,30/06/2013 00:00,DRIVE SHAFT FAN
20650,31/07/2013 00:00,DRIVE SHAFT FAN
20650,31/08/2013 00:00,DRIVE SHAFT FAN
20650,30/09/2013 00:00,DRIVE SHAFT FAN
20650,31/10/2013 00:00,DRIVE SHAFT FAN
32450,30/11/2013 00:00,DRIVE SHAFT FAN
32450,31/12/2013 00:00,DRIVE SHAFT FAN
14750,31/01/2014 00:00,DRIVE SHAFT FAN
14750,28/02/2014 00:00,DRIVE SHAFT FAN
14750,31/03/2014 00:00,DRIVE SHAFT FAN
20650,30/04/2014 00:00,DRIVE SHAFT FAN
20650,31/05/2014 00:00,DRIVE SHAFT FAN
20650,30/06/2014 00:00,DRIVE SHAFT FAN
20650,31/07/2014 00:00,DRIVE SHAFT FAN
20650,31/08/2014 00:00,DRIVE SHAFT FAN
20650,30/09/2014 00:00,DRIVE SHAFT FAN
26550,31/10/2014 00:00,DRIVE SHAFT FAN
26550,30/11/2014 00:00,DRIVE SHAFT FAN
32450,31/12/2014 00:00,DRIVE SHAFT FAN
14750,31/01/2015 00:00,DRIVE SHAFT FAN
20650,28/02/2015 00:00,DRIVE SHAFT FAN
20650,31/03/2015 00:00,DRIVE SHAFT FAN
20650,30/04/2015 00:00,DRIVE SHAFT FAN
20650,31/05/2015 00:00,DRIVE SHAFT FAN
20650,30/06/2015 00:00,DRIVE SHAFT FAN
26550,31/07/2015 00:00,DRIVE SHAFT FAN
20650,31/08/2015 00:00,DRIVE SHAFT FAN
26550,30/09/2015 00:00,DRIVE SHAFT FAN
26550,31/10/2015 00:00,DRIVE SHAFT FAN
32450,30/11/2015 00:00,DRIVE SHAFT FAN
38350,31/12/2015 00:00,DRIVE SHAFT FAN
20650,31/01/2016 00:00,DRIVE SHAFT FAN
20650,29/02/2016 00:00,DRIVE SHAFT FAN
26550,31/03/2016 00:00,DRIVE SHAFT FAN
26550,30/04/2016 00:00,DRIVE SHAFT FAN
26550,31/05/2016 00:00,DRIVE SHAFT FAN
26550,30/06/2016 00:00,DRIVE SHAFT FAN
26550,31/07/2016 00:00,DRIVE SHAFT FAN
26550,31/08/2016 00:00,DRIVE SHAFT FAN
32450,30/09/2016 00:00,DRIVE SHAFT FAN
32450,31/10/2016 00:00,DRIVE SHAFT FAN
44250,30/11/2016 00:00,DRIVE SHAFT FAN
44250,31/12/2016 00:00,DRIVE SHAFT FAN
20650,31/01/2017 00:00,DRIVE SHAFT FAN
26550,28/02/2017 00:00,DRIVE SHAFT FAN
26550,31/03/2017 00:00,DRIVE SHAFT FAN
26550,30/04/2017 00:00,DRIVE SHAFT FAN
32450,31/05/2017 00:00,DRIVE SHAFT FAN
32450,30/06/2017 00:00,DRIVE SHAFT FAN
32450,31/07/2017 00:00,DRIVE SHAFT FAN
32450,31/08/2017 00:00,DRIVE SHAFT FAN
38350,30/09/2017 00:00,DRIVE SHAFT FAN
32450,31/10/2017 00:00,DRIVE SHAFT FAN
50150,30/11/2017 00:00,DRIVE SHAFT FAN
44250,31/12/2017 00:00,DRIVE SHAFT FAN
26550,31/01/2018 00:00,DRIVE SHAFT FAN
32450,28/02/2018 00:00,DRIVE SHAFT FAN
32450,31/03/2018 00:00,DRIVE SHAFT FAN
32450,30/04/2018 00:00,DRIVE SHAFT FAN
32450,31/05/2018 00:00,DRIVE SHAFT FAN
38350,30/06/2018 00:00,DRIVE SHAFT FAN
32450,31/07/2018 00:00,DRIVE SHAFT FAN
38350,31/08/2018 00:00,DRIVE SHAFT FAN
38350,30/09/2018 00:00,DRIVE SHAFT FAN
44250,31/10/2018 00:00,DRIVE SHAFT FAN
56050,30/11/2018 00:00,DRIVE SHAFT FAN
50150,31/12/2018 00:00,DRIVE SHAFT FAN
26550,31/01/2019 00:00,DRIVE SHAFT FAN
38350,28/02/2019 00:00,DRIVE SHAFT FAN
32450,31/03/2019 00:00,DRIVE SHAFT FAN
38350,30/04/2019 00:00,DRIVE SHAFT FAN
38350,31/05/2019 00:00,DRIVE SHAFT FAN
44250,30/06/2019 00:00,DRIVE SHAFT FAN
44250,31/07/2019 00:00,DRIVE SHAFT FAN
44250,31/08/2019 00:00,DRIVE SHAFT FAN
44250,30/09/2019 00:00,DRIVE SHAFT FAN
50150,31/10/2019 00:00,DRIVE SHAFT FAN
61950,30/11/2019 00:00,DRIVE SHAFT FAN
67850,31/12/2019 00:00,DRIVE SHAFT FAN
32450,31/01/2020 00:00,DRIVE SHAFT FAN
44250,29/02/2020 00:00,DRIVE SHAFT FAN
38350,31/03/2020 00:00,DRIVE SHAFT FAN
44250,30/04/2020 00:00,DRIVE SHAFT FAN
50150,31/05/2020 00:00,DRIVE SHAFT FAN
56050,30/06/2020 00:00,DRIVE SHAFT FAN
56050,31/07/2020 00:00,DRIVE SHAFT FAN
50150,31/08/2020 00:00,DRIVE SHAFT FAN
61950,30/09/2020 00:00,DRIVE SHAFT FAN
56050,31/10/2020 00:00,DRIVE SHAFT FAN
61950,30/11/2020 00:00,DRIVE SHAFT FAN
73750,31/12/2020 00:00,DRIVE SHAFT FAN
38350,31/01/2021 00:00,DRIVE SHAFT FAN
50150,28/02/2021 00:00,DRIVE SHAFT FAN
50150,31/03/2021 00:00,DRIVE SHAFT FAN
56050,30/04/2021 00:00,DRIVE SHAFT FAN
50150,31/05/2021 00:00,DRIVE SHAFT FAN
56050,30/06/2021 00:00,DRIVE SHAFT FAN
61950,31/07/2021 00:00,DRIVE SHAFT FAN
56050,31/08/2021 00:00,DRIVE SHAFT FAN
67850,30/09/2021 00:00,DRIVE SHAFT FAN
73750,31/10/2021 00:00,DRIVE SHAFT FAN
67850,30/11/2021 00:00,DRIVE SHAFT FAN
85550,31/12/2021 00:00,DRIVE SHAFT FAN
44250,31/01/2022 00:00,DRIVE SHAFT FAN
50150,28/02/2022 00:00,DRIVE SHAFT FAN
56050,31/03/2022 00:00,DRIVE SHAFT FAN
61950,30/04/2022 00:00,DRIVE SHAFT FAN
56050,31/05/2022 00:00,DRIVE SHAFT FAN
67850,30/06/2022 00:00,DRIVE SHAFT FAN
61950,31/07/2022 00:00,DRIVE SHAFT FAN
67850,31/08/2022 00:00,DRIVE SHAFT FAN
73750,30/09/2022 00:00,DRIVE SHAFT FAN
67850,31/10/2022 00:00,DRIVE SHAFT FAN
79650,30/11/2022 00:00,DRIVE SHAFT FAN
91450,31/12/2022 00:00,DRIVE SHAFT FAN
50150,31/01/2023 00:00,DRIVE SHAFT FAN
56050,28/02/2023 00:00,DRIVE SHAFT FAN
56050,31/03/2023 00:00,DRIVE SHAFT FAN
67850,30/04/2023 00:00,DRIVE SHAFT FAN
61950,31/05/2023 00:00,DRIVE SHAFT FAN
67850,30/06/2023 00:00,DRIVE SHAFT FAN
67850,31/07/2023 00:00,DRIVE SHAFT FAN
67850,31/08/2023 00:00,DRIVE SHAFT FAN
79650,30/09/2023 00:00,DRIVE SHAFT FAN
73750,31/10/2023 00:00,DRIVE SHAFT FAN
91450,30/11/2023 00:00,DRIVE SHAFT FAN
5500,30/06/2011 00:00,PLATE BOOM PIVOT
3300,31/07/2011 00:00,PLATE BOOM PIVOT
3300,31/08/2011 00:00,PLATE BOOM PIVOT
5500,30/09/2011 00:00,PLATE BOOM PIVOT
5500,31/10/2011 00:00,PLATE BOOM PIVOT
5500,30/11/2011 00:00,PLATE BOOM PIVOT
7700,31/12/2011 00:00,PLATE BOOM PIVOT
3300,31/01/2012 00:00,PLATE BOOM PIVOT
3300,29/02/2012 00:00,PLATE BOOM PIVOT
3300,31/03/2012 00:00,PLATE BOOM PIVOT
3300,30/04/2012 00:00,PLATE BOOM PIVOT
3300,31/05/2012 00:00,PLATE BOOM PIVOT
5500,30/06/2012 00:00,PLATE BOOM PIVOT
5500,31/07/2012 00:00,PLATE BOOM PIVOT
5500,31/08/2012 00:00,PLATE BOOM PIVOT
5500,30/09/2012 00:00,PLATE BOOM PIVOT
5500,31/10/2012 00:00,PLATE BOOM PIVOT
9900,30/11/2012 00:00,PLATE BOOM PIVOT
9900,31/12/2012 00:00,PLATE BOOM PIVOT
3300,31/01/2013 00:00,PLATE BOOM PIVOT
5500,28/02/2013 00:00,PLATE BOOM PIVOT
5500,31/03/2013 00:00,PLATE BOOM PIVOT
5500,30/04/2013 00:00,PLATE BOOM PIVOT
5500,31/05/2013 00:00,PLATE BOOM PIVOT
5500,30/06/2013 00:00,PLATE BOOM PIVOT
7700,31/07/2013 00:00,PLATE BOOM PIVOT
7700,31/08/2013 00:00,PLATE BOOM PIVOT
7700,30/09/2013 00:00,PLATE BOOM PIVOT
7700,31/10/2013 00:00,PLATE BOOM PIVOT
12100,30/11/2013 00:00,PLATE BOOM PIVOT
12100,31/12/2013 00:00,PLATE BOOM PIVOT
5500,31/01/2014 00:00,PLATE BOOM PIVOT
5500,28/02/2014 00:00,PLATE BOOM PIVOT
5500,31/03/2014 00:00,PLATE BOOM PIVOT
7700,30/04/2014 00:00,PLATE BOOM PIVOT
7700,31/05/2014 00:00,PLATE BOOM PIVOT
7700,30/06/2014 00:00,PLATE BOOM PIVOT
7700,31/07/2014 00:00,PLATE BOOM PIVOT
7700,31/08/2014 00:00,PLATE BOOM PIVOT
7700,30/09/2014 00:00,PLATE BOOM PIVOT
9900,31/10/2014 00:00,PLATE BOOM PIVOT
9900,30/11/2014 00:00,PLATE BOOM PIVOT
12100,31/12/2014 00:00,PLATE BOOM PIVOT
5500,31/01/2015 00:00,PLATE BOOM PIVOT
7700,28/02/2015 00:00,PLATE BOOM PIVOT
7700,31/03/2015 00:00,PLATE BOOM PIVOT
7700,30/04/2015 00:00,PLATE BOOM PIVOT
7700,31/05/2015 00:00,PLATE BOOM PIVOT
7700,30/06/2015 00:00,PLATE BOOM PIVOT
9900,31/07/2015 00:00,PLATE BOOM PIVOT
7700,31/08/2015 00:00,PLATE BOOM PIVOT
9900,30/09/2015 00:00,PLATE BOOM PIVOT
9900,31/10/2015 00:00,PLATE BOOM PIVOT
12100,30/11/2015 00:00,PLATE BOOM PIVOT
14300,31/12/2015 00:00,PLATE BOOM PIVOT
7700,31/01/2016 00:00,PLATE BOOM PIVOT
7700,29/02/2016 00:00,PLATE BOOM PIVOT
9900,31/03/2016 00:00,PLATE BOOM PIVOT
9900,30/04/2016 00:00,PLATE BOOM PIVOT
9900,31/05/2016 00:00,PLATE BOOM PIVOT
9900,30/06/2016 00:00,PLATE BOOM PIVOT
9900,31/07/2016 00:00,PLATE BOOM PIVOT
9900,31/08/2016 00:00,PLATE BOOM PIVOT
12100,30/09/2016 00:00,PLATE BOOM PIVOT
12100,31/10/2016 00:00,PLATE BOOM PIVOT
16500,30/11/2016 00:00,PLATE BOOM PIVOT
16500,31/12/2016 00:00,PLATE BOOM PIVOT
7700,31/01/2017 00:00,PLATE BOOM PIVOT
9900,28/02/2017 00:00,PLATE BOOM PIVOT
9900,31/03/2017 00:00,PLATE BOOM PIVOT
9900,30/04/2017 00:00,PLATE BOOM PIVOT
12100,31/05/2017 00:00,PLATE BOOM PIVOT
12100,30/06/2017 00:00,PLATE BOOM PIVOT
12100,31/07/2017 00:00,PLATE BOOM PIVOT
12100,31/08/2017 00:00,PLATE BOOM PIVOT
14300,30/09/2017 00:00,PLATE BOOM PIVOT
12100,31/10/2017 00:00,PLATE BOOM PIVOT
18700,30/11/2017 00:00,PLATE BOOM PIVOT
16500,31/12/2017 00:00,PLATE BOOM PIVOT
9900,31/01/2018 00:00,PLATE BOOM PIVOT
12100,28/02/2018 00:00,PLATE BOOM PIVOT
12100,31/03/2018 00:00,PLATE BOOM PIVOT
12100,30/04/2018 00:00,PLATE BOOM PIVOT
12100,31/05/2018 00:00,PLATE BOOM PIVOT
14300,30/06/2018 00:00,PLATE BOOM PIVOT
12100,31/07/2018 00:00,PLATE BOOM PIVOT
14300,31/08/2018 00:00,PLATE BOOM PIVOT
14300,30/09/2018 00:00,PLATE BOOM PIVOT
16500,31/10/2018 00:00,PLATE BOOM PIVOT
20900,30/11/2018 00:00,PLATE BOOM PIVOT
18700,31/12/2018 00:00,PLATE BOOM PIVOT
9900,31/01/2019 00:00,PLATE BOOM PIVOT
14300,28/02/2019 00:00,PLATE BOOM PIVOT
12100,31/03/2019 00:00,PLATE BOOM PIVOT
14300,30/04/2019 00:00,PLATE BOOM PIVOT
14300,31/05/2019 00:00,PLATE BOOM PIVOT
16500,30/06/2019 00:00,PLATE BOOM PIVOT
16500,31/07/2019 00:00,PLATE BOOM PIVOT
16500,31/08/2019 00:00,PLATE BOOM PIVOT
16500,30/09/2019 00:00,PLATE BOOM PIVOT
18700,31/10/2019 00:00,PLATE BOOM PIVOT
23100,30/11/2019 00:00,PLATE BOOM PIVOT
25300,31/12/2019 00:00,PLATE BOOM PIVOT
12100,31/01/2020 00:00,PLATE BOOM PIVOT
16500,29/02/2020 00:00,PLATE BOOM PIVOT
14300,31/03/2020 00:00,PLATE BOOM PIVOT
16500,30/04/2020 00:00,PLATE BOOM PIVOT
18700,31/05/2020 00:00,PLATE BOOM PIVOT
20900,30/06/2020 00:00,PLATE BOOM PIVOT
20900,31/07/2020 00:00,PLATE BOOM PIVOT
18700,31/08/2020 00:00,PLATE BOOM PIVOT
23100,30/09/2020 00:00,PLATE BOOM PIVOT
20900,31/10/2020 00:00,PLATE BOOM PIVOT
23100,30/11/2020 00:00,PLATE BOOM PIVOT
27500,31/12/2020 00:00,PLATE BOOM PIVOT
14300,31/01/2021 00:00,PLATE BOOM PIVOT
18700,28/02/2021 00:00,PLATE BOOM PIVOT
18700,31/03/2021 00:00,PLATE BOOM PIVOT
20900,30/04/2021 00:00,PLATE BOOM PIVOT
18700,31/05/2021 00:00,PLATE BOOM PIVOT
20900,30/06/2021 00:00,PLATE BOOM PIVOT
23100,31/07/2021 00:00,PLATE BOOM PIVOT
20900,31/08/2021 00:00,PLATE BOOM PIVOT
25300,30/09/2021 00:00,PLATE BOOM PIVOT
27500,31/10/2021 00:00,PLATE BOOM PIVOT
25300,30/11/2021 00:00,PLATE BOOM PIVOT
31900,31/12/2021 00:00,PLATE BOOM PIVOT
16500,31/01/2022 00:00,PLATE BOOM PIVOT
18700,28/02/2022 00:00,PLATE BOOM PIVOT
20900,31/03/2022 00:00,PLATE BOOM PIVOT
23100,30/04/2022 00:00,PLATE BOOM PIVOT
20900,31/05/2022 00:00,PLATE BOOM PIVOT
25300,30/06/2022 00:00,PLATE BOOM PIVOT
23100,31/07/2022 00:00,PLATE BOOM PIVOT
25300,31/08/2022 00:00,PLATE BOOM PIVOT
27500,30/09/2022 00:00,PLATE BOOM PIVOT
25300,31/10/2022 00:00,PLATE BOOM PIVOT
29700,30/11/2022 00:00,PLATE BOOM PIVOT
34100,31/12/2022 00:00,PLATE BOOM PIVOT
18700,31/01/2023 00:00,PLATE BOOM PIVOT
20900,28/02/2023 00:00,PLATE BOOM PIVOT
20900,31/03/2023 00:00,PLATE BOOM PIVOT
25300,30/04/2023 00:00,PLATE BOOM PIVOT
23100,31/05/2023 00:00,PLATE BOOM PIVOT
25300,30/06/2023 00:00,PLATE BOOM PIVOT
25300,31/07/2023 00:00,PLATE BOOM PIVOT
25300,31/08/2023 00:00,PLATE BOOM PIVOT
29700,30/09/2023 00:00,PLATE BOOM PIVOT
27500,31/10/2023 00:00,PLATE BOOM PIVOT
34100,30/11/2023 00:00,PLATE BOOM PIVOT
3500,30/06/2011 00:00,HOSE PUMP TO DUMP VLV
2100,31/07/2011 00:00,HOSE PUMP TO DUMP VLV
2100,31/08/2011 00:00,HOSE PUMP TO DUMP VLV
3500,30/09/2011 00:00,HOSE PUMP TO DUMP VLV
3500,31/10/2011 00:00,HOSE PUMP TO DUMP VLV
3500,30/11/2011 00:00,HOSE PUMP TO DUMP VLV
4900,31/12/2011 00:00,HOSE PUMP TO DUMP VLV
2100,31/01/2012 00:00,HOSE PUMP TO DUMP VLV
2100,29/02/2012 00:00,HOSE PUMP TO DUMP VLV
2100,31/03/2012 00:00,HOSE PUMP TO DUMP VLV
2100,30/04/2012 00:00,HOSE PUMP TO DUMP VLV
2100,31/05/2012 00:00,HOSE PUMP TO DUMP VLV
3500,30/06/2012 00:00,HOSE PUMP TO DUMP VLV
3500,31/07/2012 00:00,HOSE PUMP TO DUMP VLV
3500,31/08/2012 00:00,HOSE PUMP TO DUMP VLV
3500,30/09/2012 00:00,HOSE PUMP TO DUMP VLV
3500,31/10/2012 00:00,HOSE PUMP TO DUMP VLV
6300,30/11/2012 00:00,HOSE PUMP TO DUMP VLV
6300,31/12/2012 00:00,HOSE PUMP TO DUMP VLV
2100,31/01/2013 00:00,HOSE PUMP TO DUMP VLV
3500,28/02/2013 00:00,HOSE PUMP TO DUMP VLV
3500,31/03/2013 00:00,HOSE PUMP TO DUMP VLV
3500,30/04/2013 00:00,HOSE PUMP TO DUMP VLV
3500,31/05/2013 00:00,HOSE PUMP TO DUMP VLV
3500,30/06/2013 00:00,HOSE PUMP TO DUMP VLV
4900,31/07/2013 00:00,HOSE PUMP TO DUMP VLV
4900,31/08/2013 00:00,HOSE PUMP TO DUMP VLV
4900,30/09/2013 00:00,HOSE PUMP TO DUMP VLV
4900,31/10/2013 00:00,HOSE PUMP TO DUMP VLV
7700,30/11/2013 00:00,HOSE PUMP TO DUMP VLV
7700,31/12/2013 00:00,HOSE PUMP TO DUMP VLV
3500,31/01/2014 00:00,HOSE PUMP TO DUMP VLV
3500,28/02/2014 00:00,HOSE PUMP TO DUMP VLV
3500,31/03/2014 00:00,HOSE PUMP TO DUMP VLV
4900,30/04/2014 00:00,HOSE PUMP TO DUMP VLV
4900,31/05/2014 00:00,HOSE PUMP TO DUMP VLV
4900,30/06/2014 00:00,HOSE PUMP TO DUMP VLV
4900,31/07/2014 00:00,HOSE PUMP TO DUMP VLV
4900,31/08/2014 00:00,HOSE PUMP TO DUMP VLV
4900,30/09/2014 00:00,HOSE PUMP TO DUMP VLV
6300,31/10/2014 00:00,HOSE PUMP TO DUMP VLV
6300,30/11/2014 00:00,HOSE PUMP TO DUMP VLV
7700,31/12/2014 00:00,HOSE PUMP TO DUMP VLV
3500,31/01/2015 00:00,HOSE PUMP TO DUMP VLV
4900,28/02/2015 00:00,HOSE PUMP TO DUMP VLV
4900,31/03/2015 00:00,HOSE PUMP TO DUMP VLV
4900,30/04/2015 00:00,HOSE PUMP TO DUMP VLV
4900,31/05/2015 00:00,HOSE PUMP TO DUMP VLV
4900,30/06/2015 00:00,HOSE PUMP TO DUMP VLV
6300,31/07/2015 00:00,HOSE PUMP TO DUMP VLV
4900,31/08/2015 00:00,HOSE PUMP TO DUMP VLV
6300,30/09/2015 00:00,HOSE PUMP TO DUMP VLV
6300,31/10/2015 00:00,HOSE PUMP TO DUMP VLV
7700,30/11/2015 00:00,HOSE PUMP TO DUMP VLV
9100,31/12/2015 00:00,HOSE PUMP TO DUMP VLV
4900,31/01/2016 00:00,HOSE PUMP TO DUMP VLV
4900,29/02/2016 00:00,HOSE PUMP TO DUMP VLV
6300,31/03/2016 00:00,HOSE PUMP TO DUMP VLV
6300,30/04/2016 00:00,HOSE PUMP TO DUMP VLV
